source,target,nodes,distance
Galactic Treats,KT's Grill,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",20
Galactic Treats,Loui's NY Pizza Parlor,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",13
Galactic Treats,Mel's Drive-In,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In""]",18
Galactic Treats,Oasis Spice Cafe,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe']",11
Galactic Treats,StarBot Cafe,"['Galactic Treats', 'StarBot Cafe']",2
Galactic Treats,Starbucks,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",23
Galactic Treats,Cairo Market,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",13
Galactic Treats,Frozen Fuel,"['Galactic Treats', 'Frozen Fuel']",2
Galactic Treats,Jungle Bites,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",19
Galactic Treats,Mariner's Market,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",18
Galactic Treats,Pharaoh's Dessert Oasis,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",14
Galactic Treats,Pops! Popcorn Delight,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",24
Galactic Treats,Star Snacks,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",21
Galactic Treats,Big Bird's Emporium,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",10
Galactic Treats,Candylicious,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",24
Galactic Treats,Carter's Curiosities,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",18
Galactic Treats,Fairy Godmother's Potion Shop,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",10
Galactic Treats,Hello Kitty Studio,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Hello Kitty Studio']",23
Galactic Treats,Minion Mart,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart']",22
Galactic Treats,That's a Wrap!,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",25
Galactic Treats,The Dino-Store,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",33
Galactic Treats,The Sci-Fi Emporium,"['Galactic Treats', 'The Sci-Fi Emporium']",2
Galactic Treats,UNIVRS,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'UNIVRS']",21
Galactic Treats,Universal Studios Store,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",22
Galactic Treats,Restroom 1,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1']",19
Galactic Treats,Restroom 2,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Restroom 2']",14
Galactic Treats,Restroom 3,"['Galactic Treats', 'Restroom 3']",4
Galactic Treats,Restroom 4,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4']",9
Galactic Treats,Restroom 5,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",19
Galactic Treats,Restroom 6,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",27
Galactic Treats,Restroom 7,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",11
Jungle Bites,Accelerator,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",25
Jungle Bites,Battlestar Galactica: CYLON,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",25
Jungle Bites,Battlestar Galactica: HUMAN,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",24
Jungle Bites,Canopy Flyer,"['Jungle Bites', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",11
Jungle Bites,Dino Soarin',"['Jungle Bites', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",11
Jungle Bites,Donkey Live,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",27
Jungle Bites,Enchanted Airways,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",23
Jungle Bites,Fortune Favours The Furry,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",30
Jungle Bites,Jurassic Park Rapids Adventure,"['Jungle Bites', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",8
Jungle Bites,Lights Camera Action Hosted by Steven Spielberg,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",29
Jungle Bites,Magic Potion Spin,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",23
Jungle Bites,Puss In Boots Giant Journey,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",25
Jungle Bites,Revenge of the Mummy,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy']",13
Jungle Bites,Sesame Street Spaghetti Space Chase,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",31
Jungle Bites,Shrek 4D Adventure,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",21
Jungle Bites,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",27
Jungle Bites,Treasure Hunters,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Treasure Hunters']",12
Jungle Bites,Discovery Food Court,"['Jungle Bites', 'Discovery Food Court']",3
Jungle Bites,Fossil Fuels,"['Jungle Bites', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",16
Jungle Bites,Friar's Good Food,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",16
Jungle Bites,Goldilocks,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks']",15
Jungle Bites,KT's Grill,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",29
Jungle Bites,Loui's NY Pizza Parlor,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",32
Jungle Bites,Mel's Drive-In,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",27
Jungle Bites,Oasis Spice Cafe,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe']",8
Jungle Bites,StarBot Cafe,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",21
Jungle Bites,Starbucks,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",32
Jungle Bites,Cairo Market,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market']",6
Jungle Bites,Frozen Fuel,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",18
Jungle Bites,Galactic Treats,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",19
Jungle Bites,Mariner's Market,"['Jungle Bites', ""Mariner's Market""]",1
Jungle Bites,Pharaoh's Dessert Oasis,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', ""Pharaoh's Dessert Oasis""]",7
Jungle Bites,Pops! Popcorn Delight,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",33
Jungle Bites,Star Snacks,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",30
Jungle Bites,Big Bird's Emporium,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",29
Jungle Bites,Candylicious,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",33
Jungle Bites,Carter's Curiosities,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",11
Jungle Bites,Fairy Godmother's Potion Shop,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",17
Jungle Bites,Hello Kitty Studio,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",32
Jungle Bites,Minion Mart,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",31
Jungle Bites,That's a Wrap!,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",34
Jungle Bites,The Dino-Store,"['Jungle Bites', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",20
Jungle Bites,The Sci-Fi Emporium,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",21
Jungle Bites,UNIVRS,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",30
Jungle Bites,Universal Studios Store,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",31
Jungle Bites,Restroom 1,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",28
Jungle Bites,Restroom 2,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",33
Jungle Bites,Restroom 3,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",23
Jungle Bites,Restroom 4,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Restroom 4']",11
Jungle Bites,Restroom 5,"['Jungle Bites', 'Discovery Food Court', 'Restroom 5']",6
Jungle Bites,Restroom 6,"['Jungle Bites', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",14
Jungle Bites,Restroom 7,"['Jungle Bites', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",18
Mariner's Market,Accelerator,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",24
Mariner's Market,Battlestar Galactica: CYLON,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",24
Mariner's Market,Battlestar Galactica: HUMAN,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",23
Mariner's Market,Canopy Flyer,"[""Mariner's Market"", 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",10
Mariner's Market,Dino Soarin',"[""Mariner's Market"", 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",10
Mariner's Market,Donkey Live,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",26
Mariner's Market,Enchanted Airways,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",22
Mariner's Market,Fortune Favours The Furry,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",29
Mariner's Market,Jurassic Park Rapids Adventure,"[""Mariner's Market"", 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",7
Mariner's Market,Lights Camera Action Hosted by Steven Spielberg,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",28
Mariner's Market,Magic Potion Spin,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",22
Mariner's Market,Puss In Boots Giant Journey,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",24
Mariner's Market,Revenge of the Mummy,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy']",12
Mariner's Market,Sesame Street Spaghetti Space Chase,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",30
Mariner's Market,Shrek 4D Adventure,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",20
Mariner's Market,TRANSFORMERS The Ride: The Ultimate 3D Battle,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",26
Mariner's Market,Treasure Hunters,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Treasure Hunters']",11
Mariner's Market,Discovery Food Court,"[""Mariner's Market"", 'Discovery Food Court']",2
Mariner's Market,Fossil Fuels,"[""Mariner's Market"", 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",15
Mariner's Market,Friar's Good Food,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",15
Mariner's Market,Goldilocks,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks']",14
Mariner's Market,KT's Grill,"[""Mariner's Market"", 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",28
