source,target,nodes,distance
Starbucks,Mariner's Market,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",31
Starbucks,Pharaoh's Dessert Oasis,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",27
Starbucks,Pops! Popcorn Delight,"['Starbucks', 'Pops! Popcorn Delight']",1
Starbucks,Star Snacks,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",8
Starbucks,Big Bird's Emporium,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium""]",13
Starbucks,Candylicious,"['Starbucks', 'Candylicious']",1
Starbucks,Carter's Curiosities,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",31
Starbucks,Fairy Godmother's Potion Shop,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop""]",15
Starbucks,Hello Kitty Studio,"['Starbucks', 'Pops! Popcorn Delight', 'Hello Kitty Studio']",3
Starbucks,Minion Mart,"['Starbucks', 'Minion Mart']",1
Starbucks,That's a Wrap!,"['Starbucks', 'Candylicious', ""That's a Wrap!""]",2
Starbucks,The Dino-Store,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",46
Starbucks,The Sci-Fi Emporium,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats', 'The Sci-Fi Emporium']",25
Starbucks,UNIVRS,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'UNIVRS']",8
Starbucks,Universal Studios Store,"['Starbucks', 'Pops! Popcorn Delight', 'Universal Studios Store']",3
Starbucks,Restroom 1,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Restroom 1']",6
Starbucks,Restroom 2,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",11
Starbucks,Restroom 3,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3']",19
Starbucks,Restroom 4,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",22
Starbucks,Restroom 5,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",32
Starbucks,Restroom 6,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",40
Starbucks,Restroom 7,"['Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Restroom 7']",18
Cairo Market,Accelerator,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",19
Cairo Market,Battlestar Galactica: CYLON,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",19
Cairo Market,Battlestar Galactica: HUMAN,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",18
Cairo Market,Canopy Flyer,"['Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",11
Cairo Market,Dino Soarin',"['Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",11
Cairo Market,Donkey Live,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",21
Cairo Market,Enchanted Airways,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",17
Cairo Market,Fortune Favours The Furry,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",24
Cairo Market,Jurassic Park Rapids Adventure,"['Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",8
Cairo Market,Lights Camera Action Hosted by Steven Spielberg,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",23
Cairo Market,Magic Potion Spin,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",17
Cairo Market,Puss In Boots Giant Journey,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",19
Cairo Market,Revenge of the Mummy,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy']",7
Cairo Market,Sesame Street Spaghetti Space Chase,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",25
Cairo Market,Shrek 4D Adventure,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",15
Cairo Market,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",21
Cairo Market,Treasure Hunters,"['Cairo Market', 'Treasure Hunters']",6
Cairo Market,Discovery Food Court,"['Cairo Market', 'Discovery Food Court']",3
Cairo Market,Fossil Fuels,"['Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",16
Cairo Market,Friar's Good Food,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",10
Cairo Market,Goldilocks,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks']",9
Cairo Market,KT's Grill,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",23
Cairo Market,Loui's NY Pizza Parlor,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",26
Cairo Market,Mel's Drive-In,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",21
Cairo Market,Oasis Spice Cafe,"['Cairo Market', 'Oasis Spice Cafe']",2
Cairo Market,StarBot Cafe,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",15
Cairo Market,Starbucks,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",26
Cairo Market,Frozen Fuel,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",12
Cairo Market,Galactic Treats,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",13
Cairo Market,Jungle Bites,"['Cairo Market', 'Discovery Food Court', 'Jungle Bites']",6
Cairo Market,Mariner's Market,"['Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",5
Cairo Market,Pharaoh's Dessert Oasis,"['Cairo Market', ""Pharaoh's Dessert Oasis""]",1
Cairo Market,Pops! Popcorn Delight,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",27
Cairo Market,Star Snacks,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",24
Cairo Market,Big Bird's Emporium,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",23
Cairo Market,Candylicious,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",27
Cairo Market,Carter's Curiosities,"['Cairo Market', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",5
Cairo Market,Fairy Godmother's Potion Shop,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",11
Cairo Market,Hello Kitty Studio,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",26
Cairo Market,Minion Mart,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",25
Cairo Market,That's a Wrap!,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",28
Cairo Market,The Dino-Store,"['Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",20
Cairo Market,The Sci-Fi Emporium,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",15
Cairo Market,UNIVRS,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",24
Cairo Market,Universal Studios Store,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",25
Cairo Market,Restroom 1,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",22
Cairo Market,Restroom 2,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",27
Cairo Market,Restroom 3,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",17
Cairo Market,Restroom 4,"['Cairo Market', 'Oasis Spice Cafe', 'Restroom 4']",5
Cairo Market,Restroom 5,"['Cairo Market', 'Discovery Food Court', 'Restroom 5']",6
Cairo Market,Restroom 6,"['Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",14
Cairo Market,Restroom 7,"['Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",12
Frozen Fuel,Accelerator,"['Frozen Fuel', 'Galactic Treats', 'Restroom 3', 'Accelerator']",8
Frozen Fuel,Battlestar Galactica: CYLON,"['Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",7
Frozen Fuel,Battlestar Galactica: HUMAN,"['Frozen Fuel', 'Battlestar Galactica: HUMAN']",6
Frozen Fuel,Canopy Flyer,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",23
Frozen Fuel,Dino Soarin',"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",23
Frozen Fuel,Donkey Live,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",19
Frozen Fuel,Enchanted Airways,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",15
Frozen Fuel,Fortune Favours The Furry,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",22
Frozen Fuel,Jurassic Park Rapids Adventure,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",20
Frozen Fuel,Lights Camera Action Hosted by Steven Spielberg,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg']",17
Frozen Fuel,Magic Potion Spin,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",15
Frozen Fuel,Puss In Boots Giant Journey,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",17
Frozen Fuel,Revenge of the Mummy,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy']",5
Frozen Fuel,Sesame Street Spaghetti Space Chase,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase']",15
Frozen Fuel,Shrek 4D Adventure,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",13
Frozen Fuel,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",9
Frozen Fuel,Treasure Hunters,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Treasure Hunters']",9
Frozen Fuel,Discovery Food Court,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",15
Frozen Fuel,Fossil Fuels,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",28
Frozen Fuel,Friar's Good Food,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",8
Frozen Fuel,Goldilocks,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks']",7
Frozen Fuel,KT's Grill,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",21
Frozen Fuel,Loui's NY Pizza Parlor,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",14
Frozen Fuel,Mel's Drive-In,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",19
Frozen Fuel,Oasis Spice Cafe,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe']",10
Frozen Fuel,StarBot Cafe,"['Frozen Fuel', 'StarBot Cafe']",3
Frozen Fuel,Starbucks,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",24
Frozen Fuel,Cairo Market,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",12
Frozen Fuel,Galactic Treats,"['Frozen Fuel', 'Galactic Treats']",2
Frozen Fuel,Jungle Bites,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",18
Frozen Fuel,Mariner's Market,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",17
Frozen Fuel,Pharaoh's Dessert Oasis,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",13
Frozen Fuel,Pops! Popcorn Delight,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",25
Frozen Fuel,Star Snacks,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",22
Frozen Fuel,Big Bird's Emporium,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",11
Frozen Fuel,Candylicious,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",25
Frozen Fuel,Carter's Curiosities,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",17
Frozen Fuel,Fairy Godmother's Potion Shop,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",9
Frozen Fuel,Hello Kitty Studio,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",24
Frozen Fuel,Minion Mart,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",23
Frozen Fuel,That's a Wrap!,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",26
Frozen Fuel,The Dino-Store,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",32
Frozen Fuel,The Sci-Fi Emporium,"['Frozen Fuel', 'Galactic Treats', 'The Sci-Fi Emporium']",4
Frozen Fuel,UNIVRS,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",22
Frozen Fuel,Universal Studios Store,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",23
Frozen Fuel,Restroom 1,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",20
Frozen Fuel,Restroom 2,"['Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Restroom 2']",15
Frozen Fuel,Restroom 3,"['Frozen Fuel', 'Galactic Treats', 'Restroom 3']",6
Frozen Fuel,Restroom 4,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4']",8
Frozen Fuel,Restroom 5,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",18
Frozen Fuel,Restroom 6,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",26
Frozen Fuel,Restroom 7,"['Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",10
Galactic Treats,Accelerator,"['Galactic Treats', 'Restroom 3', 'Accelerator']",6
Galactic Treats,Battlestar Galactica: CYLON,"['Galactic Treats', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",9
Galactic Treats,Battlestar Galactica: HUMAN,"['Galactic Treats', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",8
Galactic Treats,Canopy Flyer,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",24
Galactic Treats,Dino Soarin',"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",24
Galactic Treats,Donkey Live,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",20
Galactic Treats,Enchanted Airways,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",16
Galactic Treats,Fortune Favours The Furry,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",23
Galactic Treats,Jurassic Park Rapids Adventure,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",21
Galactic Treats,Lights Camera Action Hosted by Steven Spielberg,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg']",16
Galactic Treats,Magic Potion Spin,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",16
Galactic Treats,Puss In Boots Giant Journey,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",18
Galactic Treats,Revenge of the Mummy,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy']",6
Galactic Treats,Sesame Street Spaghetti Space Chase,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase']",14
Galactic Treats,Shrek 4D Adventure,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",14
Galactic Treats,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Galactic Treats', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",8
Galactic Treats,Treasure Hunters,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Treasure Hunters']",10
Galactic Treats,Discovery Food Court,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",16
Galactic Treats,Fossil Fuels,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",29
Galactic Treats,Friar's Good Food,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",9
Galactic Treats,Goldilocks,"['Galactic Treats', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks']",8
